[16.08.2011 10:14:05] Counter: Setting counter to: 1313468045.9895
[16.08.2011 10:14:06] Counter: Execution took: 43.2msec
[16.08.2011 10:15:50] Counter: Execution took: 49.0msec
[16.08.2011 10:16:05] Counter: Execution took: 6.4msec
[16.08.2011 10:16:17] Counter: Execution took: 5.5msec
[16.08.2011 10:16:17] Counter: Execution took: 5.5msec
[16.08.2011 10:16:18] Counter: Execution took: 4.9msec
[16.08.2011 10:27:03] Counter: Execution took: 51.3msec
[16.08.2011 10:27:29] Counter: Execution took: 6.2msec
[16.08.2011 10:27:30] Counter: Execution took: 5.8msec
[16.08.2011 10:27:30] Counter: Execution took: 6.8msec
[16.08.2011 12:42:40] Counter: Execution took: 53.0msec
[16.08.2011 12:42:46] Counter: Execution took: 4.4msec
[16.08.2011 12:42:46] Counter: Execution took: 2.6msec
[16.08.2011 12:42:47] Counter: Execution took: 4.1msec
[16.08.2011 12:42:47] Counter: Execution took: 4.4msec
[16.08.2011 12:42:48] Counter: Execution took: 4.0msec
[16.08.2011 12:42:51] Counter: Execution took: 41.6msec
[16.08.2011 12:42:53] Counter: Execution took: 5.0msec
[16.08.2011 12:42:53] Counter: Execution took: 5.9msec
[16.08.2011 12:42:59] Counter: Execution took: 5.7msec
[16.08.2011 12:43:02] Counter: Execution took: 42.1msec
[16.08.2011 12:43:07] Counter: Execution took: 2.2msec
[16.08.2011 12:43:11] Counter: Execution took: 4.2msec
[16.08.2011 15:07:40] Counter: Execution took: 5.8msec
[16.08.2011 15:07:41] Counter: Execution took: 4.4msec
[16.08.2011 16:07:09] Counter: Execution took: 4.0msec
[16.08.2011 16:07:13] Counter: Execution took: 3.8msec
[16.08.2011 16:07:16] Counter: Execution took: 41.7msec
[16.08.2011 16:07:25] Counter: Execution took: 36.7msec
[16.08.2011 16:07:26] Counter: Execution took: 5.8msec
[16.08.2011 16:07:26] Counter: Execution took: 5.8msec
[16.08.2011 16:07:43] Counter: Execution took: 42.3msec
[16.08.2011 16:07:47] Counter: Execution took: 3.8msec
[16.08.2011 16:07:52] Counter: Execution took: 4.6msec
[16.08.2011 16:07:56] Counter: Execution took: 34.9msec
[16.08.2011 16:12:23] Counter: Execution took: 48.7msec
[16.08.2011 16:12:24] Counter: Execution took: 3.4msec
[16.08.2011 16:12:24] Counter: Execution took: 3.8msec
[16.08.2011 16:12:24] Counter: Execution took: 3.7msec
[16.08.2011 16:12:25] Counter: Execution took: 4.2msec
[16.08.2011 16:12:30] Counter: Execution took: 3.8msec
[16.08.2011 16:12:30] Counter: Execution took: 4.4msec
[16.08.2011 16:12:31] Counter: Execution took: 4.0msec
[16.08.2011 16:19:30] Counter: Execution took: 50.5msec
[16.08.2011 16:19:30] Counter: Execution took: 2.3msec
[16.08.2011 16:19:30] Counter: Execution took: 5.8msec
[16.08.2011 16:19:30] Counter: Execution took: 2.7msec
[16.08.2011 16:19:30] Counter: Execution took: 3.0msec
[16.08.2011 16:19:30] Counter: Execution took: 5.4msec
[16.08.2011 16:19:30] Counter: Execution took: 2.9msec
[16.08.2011 16:19:30] Counter: Execution took: 3.8msec
[16.08.2011 16:19:30] Counter: Execution took: 2.8msec
[16.08.2011 16:19:30] Counter: Execution took: 2.5msec
[16.08.2011 16:19:30] Counter: Execution took: 3.4msec
[16.08.2011 16:19:30] Counter: Execution took: 3.1msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 3.5msec
[16.08.2011 16:19:30] Counter: Execution took: 2.3msec
[16.08.2011 16:19:30] Counter: Execution took: 2.1msec
[16.08.2011 16:19:30] Counter: Execution took: 2.2msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 1.7msec
[16.08.2011 16:19:30] Counter: Execution took: 2.8msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 2.1msec
[16.08.2011 16:19:30] Counter: Execution took: 1.7msec
[16.08.2011 16:19:30] Counter: Execution took: 6.5msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 2.6msec
[16.08.2011 16:19:30] Counter: Execution took: 1.9msec
[16.08.2011 16:19:30] Counter: Execution took: 4.7msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 2.5msec
[16.08.2011 16:19:30] Counter: Execution took: 1.7msec
[16.08.2011 16:19:30] Counter: Execution took: 2.3msec
[16.08.2011 16:19:30] Counter: Execution took: 2.3msec
[16.08.2011 16:19:30] Counter: Execution took: 2.1msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 2.1msec
[16.08.2011 16:19:30] Counter: Execution took: 2.4msec
[16.08.2011 16:19:30] Counter: Execution took: 1.9msec
[16.08.2011 16:19:30] Counter: Execution took: 1.8msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 2.7msec
[16.08.2011 16:19:30] Counter: Execution took: 3.7msec
[16.08.2011 16:19:30] Counter: Execution took: 2.1msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 2.2msec
[16.08.2011 16:19:30] Counter: Execution took: 1.8msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:30] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 3.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.5msec
[16.08.2011 16:19:31] Counter: Execution took: 1.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.8msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 3.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.7msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 3.1msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 2.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.3msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 2.5msec
[16.08.2011 16:19:31] Counter: Execution took: 1.7msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.5msec
[16.08.2011 16:19:31] Counter: Execution took: 2.5msec
[16.08.2011 16:19:31] Counter: Execution took: 2.4msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 15.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.6msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 1.5msec
[16.08.2011 16:19:31] Counter: Execution took: 2.4msec
[16.08.2011 16:19:31] Counter: Execution took: 1.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.5msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.5msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 3.3msec
[16.08.2011 16:19:31] Counter: Execution took: 2.5msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.3msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 10.3msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.3msec
[16.08.2011 16:19:31] Counter: Execution took: 2.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.5msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.5msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.0msec
[16.08.2011 16:19:31] Counter: Execution took: 2.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 2.3msec
[16.08.2011 16:19:31] Counter: Execution took: 2.5msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 1.7msec
[16.08.2011 16:19:31] Counter: Execution took: 1.9msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 2.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.6msec
[16.08.2011 16:19:31] Counter: Execution took: 1.8msec
[16.08.2011 16:19:31] Counter: Execution took: 2.2msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 2.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.1msec
[16.08.2011 16:19:31] Counter: Execution took: 16.7msec
[16.08.2011 16:19:31] Counter: Execution took: 2.3msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 10.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.6msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 3.0msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.6msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.5msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.6msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 4.3msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.6msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 1.4msec
[16.08.2011 16:19:32] Counter: Execution took: 2.3msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.3msec
[16.08.2011 16:19:32] Counter: Execution took: 2.6msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 2.5msec
[16.08.2011 16:19:32] Counter: Execution took: 1.5msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.7msec
[16.08.2011 16:19:32] Counter: Execution took: 3.2msec
[16.08.2011 16:19:32] Counter: Execution took: 22.5msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.7msec
[16.08.2011 16:19:32] Counter: Execution took: 1.6msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.8msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.5msec
[16.08.2011 16:19:32] Counter: Execution took: 1.6msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 3.1msec
[16.08.2011 16:19:32] Counter: Execution took: 15.4msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.7msec
[16.08.2011 16:19:32] Counter: Execution took: 1.6msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.6msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.4msec
[16.08.2011 16:19:32] Counter: Execution took: 2.6msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.7msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.4msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 1.7msec
[16.08.2011 16:19:32] Counter: Execution took: 1.7msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 2.3msec
[16.08.2011 16:19:32] Counter: Execution took: 3.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.7msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 1.8msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 2.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 5.1msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 1.4msec
[16.08.2011 16:19:32] Counter: Execution took: 2.0msec
[16.08.2011 16:19:32] Counter: Execution took: 1.9msec
[16.08.2011 16:19:32] Counter: Execution took: 2.2msec
[16.08.2011 16:19:32] Counter: Execution took: 4.2msec
[16.08.2011 16:19:32] Counter: Execution took: 2.6msec
[16.08.2011 16:19:32] Counter: Execution took: 2.3msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 2.0msec
[16.08.2011 16:19:33] Counter: Execution took: 1.7msec
[16.08.2011 16:19:33] Counter: Execution took: 2.6msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 2.1msec
[16.08.2011 16:19:33] Counter: Execution took: 1.6msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 2.0msec
[16.08.2011 16:19:33] Counter: Execution took: 2.3msec
[16.08.2011 16:19:33] Counter: Execution took: 1.6msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 9.9msec
[16.08.2011 16:19:33] Counter: Execution took: 2.3msec
[16.08.2011 16:19:33] Counter: Execution took: 5.4msec
[16.08.2011 16:19:33] Counter: Execution took: 1.7msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 1.6msec
[16.08.2011 16:19:33] Counter: Execution took: 2.1msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 2.6msec
[16.08.2011 16:19:33] Counter: Execution took: 2.1msec
[16.08.2011 16:19:33] Counter: Execution took: 2.1msec
[16.08.2011 16:19:33] Counter: Execution took: 1.6msec
[16.08.2011 16:19:33] Counter: Execution took: 12.3msec
[16.08.2011 16:19:33] Counter: Execution took: 1.2msec
[16.08.2011 16:19:33] Counter: Execution took: 2.3msec
[16.08.2011 16:19:33] Counter: Execution took: 2.2msec
[16.08.2011 16:19:33] Counter: Execution took: 1.7msec
[16.08.2011 16:19:33] Counter: Execution took: 2.1msec
[16.08.2011 16:19:33] Counter: Execution took: 1.7msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 2.7msec
[16.08.2011 16:19:33] Counter: Execution took: 2.2msec
[16.08.2011 16:19:33] Counter: Execution took: 2.6msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 2.0msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 2.0msec
[16.08.2011 16:19:33] Counter: Execution took: 1.7msec
[16.08.2011 16:19:33] Counter: Execution took: 2.1msec
[16.08.2011 16:19:33] Counter: Execution took: 2.2msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 2.3msec
[16.08.2011 16:19:33] Counter: Execution took: 2.4msec
[16.08.2011 16:19:33] Counter: Execution took: 2.6msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 2.5msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 2.2msec
[16.08.2011 16:19:33] Counter: Execution took: 1.6msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 1.5msec
[16.08.2011 16:19:33] Counter: Execution took: 2.4msec
[16.08.2011 16:19:33] Counter: Execution took: 2.9msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 10.4msec
[16.08.2011 16:19:33] Counter: Execution took: 2.0msec
[16.08.2011 16:19:33] Counter: Execution took: 2.1msec
[16.08.2011 16:19:33] Counter: Execution took: 2.3msec
[16.08.2011 16:19:33] Counter: Execution took: 1.9msec
[16.08.2011 16:19:33] Counter: Execution took: 1.6msec
[16.08.2011 16:19:33] Counter: Execution took: 3.1msec
[16.08.2011 16:19:33] Counter: Execution took: 1.8msec
[16.08.2011 16:19:33] Counter: Execution took: 2.3msec
[16.08.2011 16:19:33] Counter: Execution took: 2.2msec
